Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.226.1-192.168.226.135-56332-80-6,192.168.226.1,56332,192.168.226.135,80,6,10/05/2023 11:23:30 PM,744484,4,0,393.0,0.0,393.0,0.0,98.25,196.5,0,0,0,0,527.8823990844666,5.372848845643425,248161.3333333333,416735.82653802796,729295.0,415.0,744484.0,248161.3333333333,416735.82653802796,729295.0,415.0,0,0,0,0,0,0,0,0,0,92,0,5.372848845643425,0.0,0.0,393.0,78.6,175.75494303148346,30889.8,1,1,0,1,3,0,0,0,0.0,98.25,98.25,0.0,0,0,0,0,0,0,1,98,0,0,64240,0,1,20,0,0,0,0,1.683728610112656E15,0.0,1.683728610112656E15,1.683728610112656E15,NeedManualLabel
192.168.226.1-192.168.226.135-56333-80-6,192.168.226.1,56333,192.168.226.135,80,6,10/05/2023 11:23:30 PM,744251,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,483.7077813802064,5.374530904224516,248083.6666666667,429399.9374270254,743912.0,105.0,744251.0,248083.6666666667,429399.9374270254,743912.0,105.0,0,0,0,0,0,0,0,0,0,92,0,5.374530904224516,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610113855E15,0.0,1.683728610113855E15,1.683728610113855E15,NeedManualLabel
192.168.226.1-192.168.226.135-56334-80-6,192.168.226.1,56334,192.168.226.135,80,6,10/05/2023 11:23:30 PM,743796,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,484.00367842795606,5.3778186491995115,247932.0,429230.7713654742,743565.0,70.0,743796.0,247932.0,429230.7713654742,743565.0,70.0,0,0,0,0,0,0,0,0,0,92,0,5.3778186491995115,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610114643E15,0.0,1.683728610114643E15,1.683728610114643E15,NeedManualLabel
192.168.226.1-192.168.226.135-56335-80-6,192.168.226.1,56335,192.168.226.135,80,6,10/05/2023 11:23:30 PM,741188,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,469.51650593371727,5.396741447513992,247062.6666666667,427738.8975021249,740973.0,70.0,741188.0,247062.6666666667,427738.8975021249,740973.0,70.0,0,0,0,0,0,0,0,0,0,92,0,5.396741447513992,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610117549E15,0.0,1.683728610117549E15,1.683728610117549E15,NeedManualLabel
192.168.226.1-192.168.226.135-56336-80-6,192.168.226.1,56336,192.168.226.135,80,6,10/05/2023 11:23:30 PM,740491,3,0,381.0,0.0,381.0,0.0,127.0,219.9704525612474,0,0,0,0,514.523471588446,4.05136591801926,370245.5,522962.740336728,740036.0,455.0,740491.0,370245.5,522962.740336728,740036.0,455.0,0,0,0,0,0,0,0,0,0,72,0,4.05136591801926,0.0,0.0,381.0,95.25,190.5,36290.25,1,1,0,1,2,0,0,0,0.0,127.0,127.0,0.0,0,0,0,0,0,0,1,127,0,0,64240,0,1,20,0,0,0,0,1.683728610118938E15,0.0,1.683728610118938E15,1.683728610118938E15,NeedManualLabel
192.168.226.1-192.168.226.135-56338-80-6,192.168.226.1,56338,192.168.226.135,80,6,10/05/2023 11:23:30 PM,739077,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,487.0940375630685,5.412155972922984,246359.0,426179.76415944484,738469.0,256.0,739077.0,246359.0,426179.76415944484,738469.0,256.0,0,0,0,0,0,0,0,0,0,92,0,5.412155972922984,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610120439E15,0.0,1.683728610120439E15,1.683728610120439E15,NeedManualLabel
192.168.226.1-192.168.226.135-56337-80-6,192.168.226.1,56337,192.168.226.135,80,6,10/05/2023 11:23:30 PM,739404,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,462.5346901017577,5.4097624573304985,246468.0,426237.797968458,738645.0,275.0,739404.0,246468.0,426237.797968458,738645.0,275.0,0,0,0,0,0,0,0,0,0,92,0,5.4097624573304985,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.683728610120197E15,0.0,1.683728610120197E15,1.683728610120197E15,NeedManualLabel
192.168.226.1-192.168.226.135-56340-80-6,192.168.226.1,56340,192.168.226.135,80,6,10/05/2023 11:23:30 PM,725617,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,471.32302578357456,5.512550009164615,241872.3333333333,418253.6132591485,724830.0,329.0,725617.0,241872.3333333333,418253.6132591485,724830.0,329.0,0,0,0,0,0,0,0,0,0,92,0,5.512550009164615,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.683728610134974E15,0.0,1.683728610134974E15,1.683728610134974E15,NeedManualLabel
192.168.226.1-192.168.226.135-56341-80-6,192.168.226.1,56341,192.168.226.135,80,6,10/05/2023 11:23:30 PM,723721,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,497.4292579599045,5.52699175511005,241240.3333333333,417008.2671870347,722760.0,427.0,723721.0,241240.3333333333,417008.2671870347,722760.0,427.0,0,0,0,0,0,0,0,0,0,92,0,5.52699175511005,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610137114E15,0.0,1.683728610137114E15,1.683728610137114E15,NeedManualLabel
192.168.226.1-192.168.226.135-56339-80-6,192.168.226.1,56339,192.168.226.135,80,6,10/05/2023 11:23:30 PM,740229,4,0,378.0,0.0,378.0,0.0,94.5,189.0,0,0,0,0,510.6527844761553,5.403733169059845,246743.0,426319.245006603,739014.0,394.0,740229.0,246743.0,426319.245006603,739014.0,394.0,0,0,0,0,0,0,0,0,0,92,0,5.403733169059845,0.0,0.0,378.0,75.6,169.0467390989841,28576.8,1,1,0,1,3,0,0,0,0.0,94.5,94.5,0.0,0,0,0,0,0,0,1,94,0,0,64240,0,1,20,0,0,0,0,1.68372861012069E15,0.0,1.68372861012069E15,1.68372861012069E15,NeedManualLabel
192.168.226.1-192.168.226.135-56342-80-6,192.168.226.1,56342,192.168.226.135,80,6,10/05/2023 11:23:30 PM,722827,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,498.0444836731334,5.533827596368149,240942.3333333333,416486.95428588556,721860.0,306.0,722827.0,240942.3333333333,416486.95428588556,721860.0,306.0,0,0,0,0,0,0,0,0,0,92,0,5.533827596368149,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610138172E15,0.0,1.683728610138172E15,1.683728610138172E15,NeedManualLabel
192.168.226.1-192.168.226.135-56343-80-6,192.168.226.1,56343,192.168.226.135,80,6,10/05/2023 11:23:30 PM,720684,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,480.09946106754137,5.550282786907993,240228.0,415905.23789440305,720474.0,66.0,720684.0,240228.0,415905.23789440305,720474.0,66.0,0,0,0,0,0,0,0,0,0,92,0,5.550282786907993,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610140605E15,0.0,1.683728610140605E15,1.683728610140605E15,NeedManualLabel
192.168.226.1-192.168.226.135-56344-80-6,192.168.226.1,56344,192.168.226.135,80,6,10/05/2023 11:23:30 PM,719971,4,0,337.0,0.0,337.0,0.0,84.25,168.5,0,0,0,0,468.0744085525667,5.555779330000791,239990.3333333333,415492.72081509844,719760.0,70.0,719971.0,239990.3333333333,415492.72081509844,719760.0,70.0,0,0,0,0,0,0,0,0,0,92,0,5.555779330000791,0.0,0.0,337.0,67.4,150.7109816834858,22713.8,1,1,0,1,3,0,0,0,0.0,84.25,84.25,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,20,0,0,0,0,1.68372861014161E15,0.0,1.68372861014161E15,1.68372861014161E15,NeedManualLabel
192.168.226.1-192.168.226.135-56345-80-6,192.168.226.1,56345,192.168.226.135,80,6,10/05/2023 11:23:30 PM,720350,3,0,378.0,0.0,378.0,0.0,126.0,218.23840175367854,0,0,0,0,524.7449156659957,4.164642187825362,360175.0,508368.7634798188,719646.0,704.0,720350.0,360175.0,508368.7634798188,719646.0,704.0,0,0,0,0,0,0,0,0,0,72,0,4.164642187825362,0.0,0.0,378.0,94.5,189.0,35721.0,1,1,0,1,2,0,0,0,0.0,126.0,126.0,0.0,0,0,0,0,0,0,1,126,0,0,64240,0,1,20,0,0,0,0,1.683728610142016E15,0.0,1.683728610142016E15,1.683728610142016E15,NeedManualLabel
192.168.226.1-192.168.226.135-56346-80-6,192.168.226.1,56346,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718955,3,0,381.0,0.0,381.0,0.0,127.0,219.9704525612474,0,0,0,0,529.9358096125627,4.172722910335139,359477.5,507519.52823561383,718348.0,607.0,718955.0,359477.5,507519.52823561383,718348.0,607.0,0,0,0,0,0,0,0,0,0,72,0,4.172722910335139,0.0,0.0,381.0,95.25,190.5,36290.25,1,1,0,1,2,0,0,0,0.0,127.0,127.0,0.0,0,0,0,0,0,0,1,127,0,0,64240,0,1,20,0,0,0,0,1.683728610143583E15,0.0,1.683728610143583E15,1.683728610143583E15,NeedManualLabel
192.168.226.1-192.168.226.135-56347-80-6,192.168.226.1,56347,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718191,4,0,342.0,0.0,342.0,0.0,85.5,171.0,0,0,0,0,476.1964435644557,5.569549047537493,239397.0,414006.95336672786,717451.0,177.0,718191.0,239397.0,414006.95336672786,717451.0,177.0,0,0,0,0,0,0,0,0,0,92,0,5.569549047537493,0.0,0.0,342.0,68.4,152.9470496609856,23392.8,1,1,0,1,3,0,0,0,0.0,85.5,85.5,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,20,0,0,0,0,1.68372861014441E15,0.0,1.68372861014441E15,1.68372861014441E15,NeedManualLabel
192.168.226.1-192.168.226.135-56348-80-6,192.168.226.1,56348,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718261,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,481.7190408500531,5.56900625260177,239420.3333333333,414577.3311414088,718133.0,40.0,718261.0,239420.3333333333,414577.3311414088,718133.0,40.0,0,0,0,0,0,0,0,0,0,92,0,5.56900625260177,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610144515E15,0.0,1.683728610144515E15,1.683728610144515E15,NeedManualLabel
192.168.226.1-192.168.226.135-56349-80-6,192.168.226.1,56349,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718326,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,481.6754509790819,5.5685023234575945,239442.0,414615.7249056046,718199.0,40.0,718326.0,239442.0,414615.7249056046,718199.0,40.0,0,0,0,0,0,0,0,0,0,92,0,5.5685023234575945,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610144625E15,0.0,1.683728610144625E15,1.683728610144625E15,NeedManualLabel
192.168.226.1-192.168.226.135-56350-80-6,192.168.226.1,56350,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718187,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,481.76867584626285,5.569580067586854,239395.6666666667,414399.5193642644,717903.0,39.0,718187.0,239395.6666666667,414399.5193642644,717903.0,39.0,0,0,0,0,0,0,0,0,0,92,0,5.569580067586854,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610145096E15,0.0,1.683728610145096E15,1.683728610145096E15,NeedManualLabel
192.168.226.1-192.168.226.135-56351-80-6,192.168.226.1,56351,192.168.226.135,80,6,10/05/2023 11:23:30 PM,717555,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,484.9802454167276,5.574485579502616,239185.0,414173.1856941007,717431.0,43.0,717555.0,239185.0,414173.1856941007,717431.0,43.0,0,0,0,0,0,0,0,0,0,92,0,5.574485579502616,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610145922E15,0.0,1.683728610145922E15,1.683728610145922E15,NeedManualLabel
192.168.226.1-192.168.226.135-56352-80-6,192.168.226.1,56352,192.168.226.135,80,6,10/05/2023 11:23:30 PM,717821,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,493.15915806308254,5.572419865119577,239273.6666666667,413722.44194064854,716999.0,39.0,717821.0,239273.6666666667,413722.44194064854,716999.0,39.0,0,0,0,0,0,0,0,0,0,92,0,5.572419865119577,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610146524E15,0.0,1.683728610146524E15,1.683728610146524E15,NeedManualLabel
192.168.226.1-192.168.226.135-56353-80-6,192.168.226.1,56353,192.168.226.135,80,6,10/05/2023 11:23:30 PM,718140,4,0,337.0,0.0,337.0,0.0,84.25,168.5,0,0,0,0,469.2678307850837,5.569944579051438,239380.0,413733.50904537574,717118.0,43.0,718140.0,239380.0,413733.50904537574,717118.0,43.0,0,0,0,0,0,0,0,0,0,92,0,5.569944579051438,0.0,0.0,337.0,67.4,150.7109816834858,22713.8,1,1,0,1,3,0,0,0,0.0,84.25,84.25,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,20,0,0,0,0,1.683728610147328E15,0.0,1.683728610147328E15,1.683728610147328E15,NeedManualLabel
192.168.226.1-192.168.226.135-56354-80-6,192.168.226.1,56354,192.168.226.135,80,6,10/05/2023 11:23:30 PM,717531,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,484.99646705159773,5.574672035075836,239177.0,414074.4604923129,717309.0,69.0,717531.0,239177.0,414074.4604923129,717309.0,69.0,0,0,0,0,0,0,0,0,0,92,0,5.574672035075836,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610148302E15,0.0,1.683728610148302E15,1.683728610148302E15,NeedManualLabel
192.168.226.1-192.168.226.135-56355-80-6,192.168.226.1,56355,192.168.226.135,80,6,10/05/2023 11:23:30 PM,717250,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,501.91704426629485,5.576856047403276,239083.3333333333,413819.56040082657,716921.0,122.0,717250.0,239083.3333333333,413819.56040082657,716921.0,122.0,0,0,0,0,0,0,0,0,0,92,0,5.576856047403276,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610148993E15,0.0,1.683728610148993E15,1.683728610148993E15,NeedManualLabel
192.168.226.1-192.168.226.135-56356-80-6,192.168.226.1,56356,192.168.226.135,80,6,10/05/2023 11:23:30 PM,716915,4,0,354.0,0.0,354.0,0.0,88.5,177.0,0,0,0,0,493.78238703333034,5.579462000376614,238971.6666666667,413725.7410342428,716701.0,64.0,716915.0,238971.6666666667,413725.7410342428,716701.0,64.0,0,0,0,0,0,0,0,0,0,92,0,5.579462000376614,0.0,0.0,354.0,70.8,158.3136128069851,25063.2,1,1,0,1,3,0,0,0,0.0,88.5,88.5,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,20,0,0,0,0,1.683728610149622E15,0.0,1.683728610149622E15,1.683728610149622E15,NeedManualLabel
192.168.226.1-192.168.226.135-56357-80-6,192.168.226.1,56357,192.168.226.135,80,6,10/05/2023 11:23:30 PM,835000,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,414.37125748502996,4.790419161676647,278333.3333333334,383866.2326127857,716326.0,387.0,835000.0,278333.3333333334,383866.2326127857,716326.0,387.0,0,0,0,0,0,0,0,0,0,92,0,4.790419161676647,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610150295E15,0.0,1.683728610150295E15,1.683728610150295E15,NeedManualLabel
192.168.226.1-192.168.226.135-56358-80-6,192.168.226.1,56358,192.168.226.135,80,6,10/05/2023 11:23:30 PM,834646,3,0,348.0,0.0,348.0,0.0,116.0,200.91789367798975,0,0,0,0,416.94323102249336,3.5943381984697704,417323.0,589739.783431642,834332.0,314.0,834646.0,417323.0,589739.783431642,834332.0,314.0,0,0,0,0,0,0,0,0,0,72,0,3.5943381984697704,0.0,0.0,348.0,87.0,174.0,30276.0,1,1,0,1,2,0,0,0,0.0,116.0,116.0,0.0,0,0,0,0,0,0,1,116,0,0,64240,0,1,20,0,0,0,0,1.683728610151065E15,0.0,1.683728610151065E15,1.683728610151065E15,NeedManualLabel
192.168.226.1-192.168.226.135-56359-80-6,192.168.226.1,56359,192.168.226.135,80,6,10/05/2023 11:23:30 PM,834094,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,417.21916234860817,4.7956225557311285,278031.3333333334,481282.9373355483,833769.0,150.0,834094.0,278031.3333333334,481282.9373355483,833769.0,150.0,0,0,0,0,0,0,0,0,0,92,0,4.7956225557311285,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610151873E15,0.0,1.683728610151873E15,1.683728610151873E15,NeedManualLabel
192.168.226.1-192.168.226.135-56360-80-6,192.168.226.1,56360,192.168.226.135,80,6,10/05/2023 11:23:30 PM,835260,4,0,360.0,0.0,360.0,0.0,90.0,180.0,0,0,0,0,431.00351986207886,4.7889279984675435,278420.0,480748.1787214591,833540.0,472.0,835260.0,278420.0,480748.1787214591,833540.0,472.0,0,0,0,0,0,0,0,0,0,92,0,4.7889279984675435,0.0,0.0,360.0,72.0,160.99689437998487,25920.0,1,1,0,1,3,0,0,0,0.0,90.0,90.0,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,20,0,0,0,0,1.683728610152508E15,0.0,1.683728610152508E15,1.683728610152508E15,NeedManualLabel
192.168.226.1-192.168.226.135-56361-80-6,192.168.226.1,56361,192.168.226.135,80,6,10/05/2023 11:23:30 PM,835288,4,0,378.0,0.0,378.0,0.0,94.5,189.0,0,0,0,0,452.5385256342722,4.788767467029336,278429.3333333334,481789.5665550815,834752.0,202.0,835288.0,278429.3333333334,481789.5665550815,834752.0,202.0,0,0,0,0,0,0,0,0,0,92,0,4.788767467029336,0.0,0.0,378.0,75.6,169.0467390989841,28576.8,1,1,0,1,3,0,0,0,0.0,94.5,94.5,0.0,0,0,0,0,0,0,1,94,0,0,64240,0,1,20,0,0,0,0,1.683728610153533E15,0.0,1.683728610153533E15,1.683728610153533E15,NeedManualLabel
192.168.226.1-192.168.226.135-56363-80-6,192.168.226.1,56363,192.168.226.135,80,6,10/05/2023 11:23:30 PM,833860,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,414.9377593360996,4.796968316024272,277953.3333333334,481066.43144615,833441.0,185.0,833860.0,277953.3333333334,481066.43144615,833441.0,185.0,0,0,0,0,0,0,0,0,0,92,0,4.796968316024272,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610155472E15,0.0,1.683728610155472E15,1.683728610155472E15,NeedManualLabel
192.168.226.1-192.168.226.135-56362-80-6,192.168.226.1,56362,192.168.226.135,80,6,10/05/2023 11:23:30 PM,834948,3,0,346.0,0.0,346.0,0.0,115.33333333333334,199.7631931396105,0,0,0,0,414.39706424831246,3.5930381293206284,417474.0,589779.3814113884,834511.0,437.0,834948.0,417474.0,589779.3814113884,834511.0,437.0,0,0,0,0,0,0,0,0,0,72,0,3.5930381293206284,0.0,0.0,346.0,86.5,173.0,29928.999999999996,1,1,0,1,2,0,0,0,0.0,115.33333333333333,115.33333333333333,0.0,0,0,0,0,0,0,1,115,0,0,64240,0,1,20,0,0,0,0,1.683728610154472E15,0.0,1.683728610154472E15,1.683728610154472E15,NeedManualLabel
192.168.226.1-192.168.226.135-56364-80-6,192.168.226.1,56364,192.168.226.135,80,6,10/05/2023 11:23:30 PM,834005,4,0,393.0,0.0,393.0,0.0,98.25,196.5,0,0,0,0,471.2201965216036,4.796134315741512,278001.6666666666,481335.47701403993,833800.0,72.0,834005.0,278001.6666666666,481335.47701403993,833800.0,72.0,0,0,0,0,0,0,0,0,0,92,0,4.796134315741512,0.0,0.0,393.0,78.6,175.75494303148346,30889.8,1,1,0,1,3,0,0,0,0.0,98.25,98.25,0.0,0,0,0,0,0,0,1,98,0,0,64240,0,1,20,0,0,0,0,1.683728610155706E15,0.0,1.683728610155706E15,1.683728610155706E15,NeedManualLabel
192.168.226.1-192.168.226.135-56365-80-6,192.168.226.1,56365,192.168.226.135,80,6,10/05/2023 11:23:30 PM,832420,3,0,346.0,0.0,346.0,0.0,115.33333333333334,199.7631931396105,0,0,0,0,415.65555849210733,3.603949929122318,416210.0,588021.5139533586,832004.0,416.0,832420.0,416210.0,588021.5139533586,832004.0,416.0,0,0,0,0,0,0,0,0,0,72,0,3.603949929122318,0.0,0.0,346.0,86.5,173.0,29928.999999999996,1,1,0,1,2,0,0,0,0.0,115.33333333333333,115.33333333333333,0.0,0,0,0,0,0,0,1,115,0,0,64240,0,1,20,0,0,0,0,1.683728610157793E15,0.0,1.683728610157793E15,1.683728610157793E15,NeedManualLabel
192.168.226.1-192.168.226.135-56366-80-6,192.168.226.1,56366,192.168.226.135,80,6,10/05/2023 11:23:30 PM,832334,4,0,334.0,0.0,334.0,0.0,83.5,167.0,0,0,0,0,401.28121643474856,4.805763071074833,277444.6666666666,480238.2333398012,831976.0,74.0,832334.0,277444.6666666666,480238.2333398012,831976.0,74.0,0,0,0,0,0,0,0,0,0,92,0,4.805763071074833,0.0,0.0,334.0,66.8,149.36934089698596,22311.2,1,1,0,1,3,0,0,0,0.0,83.5,83.5,0.0,0,0,0,0,0,0,1,83,0,0,64240,0,1,20,0,0,0,0,1.683728610157969E15,0.0,1.683728610157969E15,1.683728610157969E15,NeedManualLabel
192.168.226.1-192.168.226.135-56367-80-6,192.168.226.1,56367,192.168.226.135,80,6,10/05/2023 11:23:30 PM,832474,3,0,354.0,0.0,354.0,0.0,118.0,204.38199529312752,0,0,0,0,425.23850594733284,3.603716152096041,416237.0,588341.126218455,832257.0,217.0,832474.0,416237.0,588341.126218455,832257.0,217.0,0,0,0,0,0,0,0,0,0,72,0,3.603716152096041,0.0,0.0,354.0,88.5,177.0,31329.0,1,1,0,1,2,0,0,0,0.0,118.0,118.0,0.0,0,0,0,0,0,0,1,118,0,0,64240,0,1,20,0,0,0,0,1.683728610158234E15,0.0,1.683728610158234E15,1.683728610158234E15,NeedManualLabel
192.168.226.1-192.168.226.135-56371-80-6,192.168.226.1,56371,192.168.226.135,80,6,10/05/2023 11:23:30 PM,835094,4,0,346.0,0.0,346.0,0.0,86.5,173.0,0,0,0,0,414.3246149535262,4.789879941659263,278364.6666666666,479079.01066142874,831556.0,669.0,835094.0,278364.6666666666,479079.01066142874,831556.0,669.0,0,0,0,0,0,0,0,0,0,92,0,4.789879941659263,0.0,0.0,346.0,69.2,154.73590404298545,23943.2,1,1,0,1,3,0,0,0,0.0,86.5,86.5,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,20,0,0,0,0,1.683728610159557E15,0.0,1.683728610159557E15,1.683728610159557E15,NeedManualLabel
192.168.226.1-192.168.226.135-56370-80-6,192.168.226.1,56370,192.168.226.135,80,6,10/05/2023 11:23:30 PM,835358,4,0,348.0,0.0,348.0,0.0,87.0,174.0,0,0,0,0,416.5878581398634,4.788366185515671,278452.6666666666,479087.6921820611,831652.0,153.0,835358.0,278452.6666666666,479087.6921820611,831652.0,153.0,0,0,0,0,0,0,0,0,0,92,0,4.788366185515671,0.0,0.0,348.0,69.6,155.63033123398537,24220.8,1,1,0,1,3,0,0,0,0.0,87.0,87.0,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,20,0,0,0,0,1.683728610159386E15,0.0,1.683728610159386E15,1.683728610159386E15,NeedManualLabel
